T23,Threatened species,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
84,Belize,2018,Threatened Species: Invertebrates (number),12.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2019,Threatened Species: Invertebrates (number),12.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2020,Threatened Species: Invertebrates (number),12.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2004,Threatened Species: Plants (number),30.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2010,Threatened Species: Plants (number),32.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2016,Threatened Species: Plants (number),36.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2017,Threatened Species: Plants (number),36.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2018,Threatened Species: Plants (number),43.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2019,Threatened Species: Plants (number),46.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2020,Threatened Species: Plants (number),53.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2004,Threatened Species: Total (number),67.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2010,Threatened Species: Total (number),92.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2016,Threatened Species: Total (number),118.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2017,Threatened Species: Total (number),117.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2018,Threatened Species: Total (number),124.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2019,Threatened Species: Total (number),131.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
84,Belize,2020,Threatened Species: Total (number),143.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2004,Threatened Species: Vertebrates (number),17.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2010,Threatened Species: Vertebrates (number),47.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2016,Threatened Species: Vertebrates (number),66.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2017,Threatened Species: Vertebrates (number),68.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2018,Threatened Species: Vertebrates (number),70.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2019,Threatened Species: Vertebrates (number),77.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2020,Threatened Species: Vertebrates (number),82.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2004,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2010,Threatened Species: Invertebrates (number),1.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2016,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2017,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2018,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2019,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2020,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2004,Threatened Species: Plants (number),14.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2010,Threatened Species: Plants (number),14.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2016,Threatened Species: Plants (number),17.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2017,Threatened Species: Plants (number),17.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2018,Threatened Species: Plants (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2019,Threatened Species: Plants (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2020,Threatened Species: Plants (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2004,Threatened Species: Total (number),31.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2010,Threatened Species: Total (number),62.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2016,Threatened Species: Total (number),86.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2017,Threatened Species: Total (number),88.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2018,Threatened Species: Total (number),92.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2019,Threatened Species: Total (number),101.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
204,Benin,2020,Threatened Species: Total (number),106.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2004,Threatened Species: Vertebrates (number),18.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2010,Threatened Species: Vertebrates (number),18.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2016,Threatened Species: Vertebrates (number),35.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2017,Threatened Species: Vertebrates (number),36.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2018,Threatened Species: Vertebrates (number),36.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2019,Threatened Species: Vertebrates (number),39.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2020,Threatened Species: Vertebrates (number),42.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2004,Threatened Species: Invertebrates (number),25.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2010,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2016,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2017,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2018,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2019,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2020,Threatened Species: Invertebrates (number),30.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2004,Threatened Species: Plants (number),4.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
60,Bermuda,2010,Threatened Species: Plants (number),4.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
